uuid,display_id,ad_id,document_id,timestamp_view,platform,geo_location,clicked,day
24c64dc30891c0,15,191589,1777136,2016-06-14 04:06:20.000,2.0,GB,0,14
24c64dc30891c0,15,335983,1777136,2016-06-14 04:06:20.000,2.0,GB,0,14
30c0ad12b36375,16,235104,1727882,2016-06-14 04:06:20.033,1.0,US>FL>561,0,14
30c0ad12b36375,16,273567,1727882,2016-06-14 04:06:20.033,1.0,US>FL>561,1,14
30c0ad12b36375,16,172888,1727882,2016-06-14 04:06:20.033,1.0,US>FL>561,0,14
30c0ad12b36375,16,104208,1727882,2016-06-14 04:06:20.033,1.0,US>FL>561,0,14
c80c06d718ba65,17,81652,1667725,2016-06-14 04:06:20.044,2.0,US>MI>540,0,14
c80c06d718ba65,17,37191,1667725,2016-06-14 04:06:20.044,2.0,US>MI>540,1,14
c80c06d718ba65,17,250080,1667725,2016-06-14 04:06:20.044,2.0,US>MI>540,0,14
c80c06d718ba65,17,27309,1667725,2016-06-14 04:06:20.044,2.0,US>MI>540,0,14
eb58e66b4f6bb0,18,130833,429183,2016-06-14 04:06:20.175,2.0,US>OR>820,0,14
eb58e66b4f6bb0,18,285989,429183,2016-06-14 04:06:20.175,2.0,US>OR>820,1,14
eb58e66b4f6bb0,18,232272,429183,2016-06-14 04:06:20.175,2.0,US>OR>820,0,14
eb58e66b4f6bb0,18,164299,429183,2016-06-14 04:06:20.175,2.0,US>OR>820,0,14
c419799a427c72,19,111036,1155107,2016-06-14 04:06:20.202,3.0,US>HI>744,1,14
c419799a427c72,19,39872,1155107,2016-06-14 04:06:20.202,3.0,US>HI>744,0,14
650e3b5699738b,20,177068,1642724,2016-06-14 04:06:20.282,2.0,US>MI>505,1,14
650e3b5699738b,20,117567,1642724,2016-06-14 04:06:20.282,2.0,US>MI>505,0,14
650e3b5699738b,20,151926,1642724,2016-06-14 04:06:20.282,2.0,US>MI>505,0,14
650e3b5699738b,20,282350,1642724,2016-06-14 04:06:20.282,2.0,US>MI>505,0,14
95866cc26c177b,21,89256,1771519,2016-06-14 04:06:20.394,2.0,US>NC>560,0,14
95866cc26c177b,21,5558,1771519,2016-06-14 04:06:20.394,2.0,US>NC>560,0,14
95866cc26c177b,21,137128,1771519,2016-06-14 04:06:20.394,2.0,US>NC>560,0,14
95866cc26c177b,21,28337,1771519,2016-06-14 04:06:20.394,2.0,US>NC>560,1,14
a32f03f4fdcf17,22,288069,1748533,2016-06-14 04:06:20.716,2.0,US>NY>501,1,14
a32f03f4fdcf17,22,232272,1748533,2016-06-14 04:06:20.716,2.0,US>NY>501,0,14
a32f03f4fdcf17,22,171594,1748533,2016-06-14 04:06:20.716,2.0,US>NY>501,0,14
a32f03f4fdcf17,22,225435,1748533,2016-06-14 04:06:20.716,2.0,US>NY>501,0,14
c8cefb08bef5f2,23,213690,1715559,2016-06-14 04:06:20.845,2.0,AU>05,0,14
c8cefb08bef5f2,23,284367,1715559,2016-06-14 04:06:20.845,2.0,AU>05,0,14
c8cefb08bef5f2,23,105664,1715559,2016-06-14 04:06:20.845,2.0,AU>05,0,14
c8cefb08bef5f2,23,294332,1715559,2016-06-14 04:06:20.845,2.0,AU>05,0,14
c8cefb08bef5f2,23,224786,1715559,2016-06-14 04:06:20.845,2.0,AU>05,0,14
c8cefb08bef5f2,23,284504,1715559,2016-06-14 04:06:20.845,2.0,AU>05,0,14
c8cefb08bef5f2,23,223729,1715559,2016-06-14 04:06:20.845,2.0,AU>05,0,14
c8cefb08bef5f2,23,192854,1715559,2016-06-14 04:06:20.845,2.0,AU>05,1,14
7f330bf68a4b41,24,193650,1789836,2016-06-14 04:06:20.890,2.0,US>CA,0,14
7f330bf68a4b41,24,87029,1789836,2016-06-14 04:06:20.890,2.0,US>CA,0,14
7f330bf68a4b41,24,48185,1789836,2016-06-14 04:06:20.890,2.0,US>CA,0,14
7f330bf68a4b41,24,64255,1789836,2016-06-14 04:06:20.890,2.0,US>CA,0,14
7f330bf68a4b41,24,80301,1789836,2016-06-14 04:06:20.890,2.0,US>CA,1,14
7f330bf68a4b41,24,137247,1789836,2016-06-14 04:06:20.890,2.0,US>CA,0,14
983eb92a5ae4df,25,137367,807380,2016-06-14 04:06:20.961,2.0,IN>16,0,14
983eb92a5ae4df,25,137364,807380,2016-06-14 04:06:20.961,2.0,IN>16,0,14
983eb92a5ae4df,25,55167,807380,2016-06-14 04:06:20.961,2.0,IN>16,1,14
983eb92a5ae4df,25,262592,807380,2016-06-14 04:06:20.961,2.0,IN>16,0,14
983eb92a5ae4df,25,238431,807380,2016-06-14 04:06:20.961,2.0,IN>16,0,14
983eb92a5ae4df,25,47902,807380,2016-06-14 04:06:20.961,2.0,IN>16,0,14
5e8bf82689d3a9,26,152193,1755529,2016-06-14 04:06:21.094,2.0,US>MI,1,14
5e8bf82689d3a9,26,285992,1755529,2016-06-14 04:06:21.094,2.0,US>MI,0,14
75df5a72fe6aae,27,7432,1760776,2016-06-14 04:06:21.365,2.0,US>CA>825,1,14
75df5a72fe6aae,27,250319,1760776,2016-06-14 04:06:21.365,2.0,US>CA>825,0,14
679607f26bf5c5,28,91945,778157,2016-06-14 04:06:21.421,2.0,US>NY>501,0,14
679607f26bf5c5,28,162994,778157,2016-06-14 04:06:21.421,2.0,US>NY>501,0,14
679607f26bf5c5,28,290654,778157,2016-06-14 04:06:21.421,2.0,US>NY>501,1,14
679607f26bf5c5,28,268548,778157,2016-06-14 04:06:21.421,2.0,US>NY>501,0,14
679607f26bf5c5,28,198120,778157,2016-06-14 04:06:21.421,2.0,US>NY>501,0,14
679607f26bf5c5,28,142608,778157,2016-06-14 04:06:21.421,2.0,US>NY>501,0,14
bd28314430fb9b,29,198146,9659,2016-06-14 04:06:21.433,2.0,US>IL>602,1,14
bd28314430fb9b,29,198125,9659,2016-06-14 04:06:21.433,2.0,US>IL>602,0,14
53ca43b326638b,30,269017,1773952,2016-06-14 04:06:21.550,2.0,US>NJ>501,0,14
53ca43b326638b,30,139944,1773952,2016-06-14 04:06:21.550,2.0,US>NJ>501,1,14
53ca43b326638b,30,166549,1773952,2016-06-14 04:06:21.550,2.0,US>NJ>501,0,14
53ca43b326638b,30,181548,1773952,2016-06-14 04:06:21.550,2.0,US>NJ>501,0,14
53ca43b326638b,30,250079,1773952,2016-06-14 04:06:21.550,2.0,US>NJ>501,0,14
6a875b33107c5c,31,5116,1766961,2016-06-14 04:06:21.557,1.0,US>KY>529,0,14
6a875b33107c5c,31,160722,1766961,2016-06-14 04:06:21.557,1.0,US>KY>529,0,14
6a875b33107c5c,31,223536,1766961,2016-06-14 04:06:21.557,1.0,US>KY>529,0,14
6a875b33107c5c,31,44927,1766961,2016-06-14 04:06:21.557,1.0,US>KY>529,0,14
6a875b33107c5c,31,31770,1766961,2016-06-14 04:06:21.557,1.0,US>KY>529,1,14
6a875b33107c5c,31,122410,1766961,2016-06-14 04:06:21.557,1.0,US>KY>529,0,14
12bcbcb95b99f7,32,111697,1780579,2016-06-14 04:06:21.597,1.0,PR>00,0,14
12bcbcb95b99f7,32,333874,1780579,2016-06-14 04:06:21.597,1.0,PR>00,1,14
12bcbcb95b99f7,32,185710,1780579,2016-06-14 04:06:21.597,1.0,PR>00,0,14
12bcbcb95b99f7,32,188665,1780579,2016-06-14 04:06:21.597,1.0,PR>00,0,14
783518e1a76b81,33,325904,1791206,2016-06-14 04:06:21.603,3.0,IN>16,1,14
783518e1a76b81,33,326394,1791206,2016-06-14 04:06:21.603,3.0,IN>16,0,14
783518e1a76b81,33,34348,1791206,2016-06-14 04:06:21.603,3.0,IN>16,0,14
783518e1a76b81,33,238429,1791206,2016-06-14 04:06:21.603,3.0,IN>16,0,14
783518e1a76b81,33,138832,1791206,2016-06-14 04:06:21.603,3.0,IN>16,0,14
783518e1a76b81,33,36619,1791206,2016-06-14 04:06:21.603,3.0,IN>16,0,14
50f4b6d1ca43da,34,162129,455604,2016-06-14 04:06:21.620,3.0,CA>NB,0,14
50f4b6d1ca43da,34,260399,455604,2016-06-14 04:06:21.620,3.0,CA>NB,0,14
50f4b6d1ca43da,34,101761,455604,2016-06-14 04:06:21.620,3.0,CA>NB,0,14
50f4b6d1ca43da,34,220315,455604,2016-06-14 04:06:21.620,3.0,CA>NB,0,14
50f4b6d1ca43da,34,228566,455604,2016-06-14 04:06:21.620,3.0,CA>NB,0,14
50f4b6d1ca43da,34,23522,455604,2016-06-14 04:06:21.620,3.0,CA>NB,0,14
50f4b6d1ca43da,34,14096,455604,2016-06-14 04:06:21.620,3.0,CA>NB,1,14
50f4b6d1ca43da,34,151209,455604,2016-06-14 04:06:21.620,3.0,CA>NB,0,14
c545fced2cf678,35,289116,1271578,2016-06-14 04:06:21.633,3.0,US>NC>560,1,14
c545fced2cf678,35,45024,1271578,2016-06-14 04:06:21.633,3.0,US>NC>560,0,14
c545fced2cf678,35,180913,1271578,2016-06-14 04:06:21.633,3.0,US>NC>560,0,14
7f3a450140a91b,36,171309,1772095,2016-06-14 04:06:21.670,1.0,US>WA>819,0,14
7f3a450140a91b,36,149541,1772095,2016-06-14 04:06:21.670,1.0,US>WA>819,0,14
7f3a450140a91b,36,3685,1772095,2016-06-14 04:06:21.670,1.0,US>WA>819,0,14
7f3a450140a91b,36,59628,1772095,2016-06-14 04:06:21.670,1.0,US>WA>819,0,14
7f3a450140a91b,36,328479,1772095,2016-06-14 04:06:21.670,1.0,US>WA>819,0,14
7f3a450140a91b,36,228959,1772095,2016-06-14 04:06:21.670,1.0,US>WA>819,1,14
d4f62cdcb39ad8,37,70153,1779285,2016-06-14 04:06:21.687,2.0,US>WA>819,0,14
d4f62cdcb39ad8,37,169564,1779285,2016-06-14 04:06:21.687,2.0,US>WA>819,0,14
d4f62cdcb39ad8,37,149047,1779285,2016-06-14 04:06:21.687,2.0,US>WA>819,0,14
d4f62cdcb39ad8,37,234713,1779285,2016-06-14 04:06:21.687,2.0,US>WA>819,1,14
d4f62cdcb39ad8,37,235443,1779285,2016-06-14 04:06:21.687,2.0,US>WA>819,0,14
30124a3e3e550a,38,128502,1280769,2016-06-14 04:06:21.756,3.0,US>MD>512,0,14
30124a3e3e550a,38,10731,1280769,2016-06-14 04:06:21.756,3.0,US>MD>512,0,14
30124a3e3e550a,38,135335,1280769,2016-06-14 04:06:21.756,3.0,US>MD>512,0,14
30124a3e3e550a,38,141109,1280769,2016-06-14 04:06:21.756,3.0,US>MD>512,1,14
30124a3e3e550a,38,197199,1280769,2016-06-14 04:06:21.756,3.0,US>MD>512,0,14
30124a3e3e550a,38,285836,1280769,2016-06-14 04:06:21.756,3.0,US>MD>512,0,14
30124a3e3e550a,38,35316,1280769,2016-06-14 04:06:21.756,3.0,US>MD>512,0,14
30124a3e3e550a,38,18493,1280769,2016-06-14 04:06:21.756,3.0,US>MD>512,0,14
30124a3e3e550a,38,123124,1280769,2016-06-14 04:06:21.756,3.0,US>MD>512,0,14
2ae78422aa127d,39,28347,822059,2016-06-14 04:06:21.781,2.0,US>CA>866,0,14
2ae78422aa127d,39,166922,822059,2016-06-14 04:06:21.781,2.0,US>CA>866,1,14
2ae78422aa127d,39,160454,822059,2016-06-14 04:06:21.781,2.0,US>CA>866,0,14
2ae78422aa127d,39,147706,822059,2016-06-14 04:06:21.781,2.0,US>CA>866,0,14
f8198611130910,40,37099,1761443,2016-06-14 04:06:21.844,1.0,US>MD>512,0,14
f8198611130910,40,327087,1761443,2016-06-14 04:06:21.844,1.0,US>MD>512,0,14
f8198611130910,40,322736,1761443,2016-06-14 04:06:21.844,1.0,US>MD>512,1,14
b0198912a93491,41,162417,1480424,2016-06-14 04:06:21.892,1.0,US>WV>511,0,14
b0198912a93491,41,149541,1480424,2016-06-14 04:06:21.892,1.0,US>WV>511,0,14
b0198912a93491,41,138353,1480424,2016-06-14 04:06:21.892,1.0,US>WV>511,0,14
b0198912a93491,41,233086,1480424,2016-06-14 04:06:21.892,1.0,US>WV>511,0,14
b0198912a93491,41,173006,1480424,2016-06-14 04:06:21.892,1.0,US>WV>511,0,14
b0198912a93491,41,52838,1480424,2016-06-14 04:06:21.892,1.0,US>WV>511,1,14
85732c7ada653c,42,29046,1764783,2016-06-14 04:06:22.031,2.0,US,1,14
85732c7ada653c,42,276172,1764783,2016-06-14 04:06:22.031,2.0,US,0,14
9379d02dad352a,43,46128,1149225,2016-06-14 04:06:22.031,1.0,US>NC>560,0,14
9379d02dad352a,43,149541,1149225,2016-06-14 04:06:22.031,1.0,US>NC>560,0,14
9379d02dad352a,43,211592,1149225,2016-06-14 04:06:22.031,1.0,US>NC>560,0,14
9379d02dad352a,43,157391,1149225,2016-06-14 04:06:22.031,1.0,US>NC>560,0,14
9379d02dad352a,43,81009,1149225,2016-06-14 04:06:22.031,1.0,US>NC>560,0,14
9379d02dad352a,43,14081,1149225,2016-06-14 04:06:22.031,1.0,US>NC>560,1,14
7804739ae4f351,44,108200,1747897,2016-06-14 04:06:22.157,2.0,US>CA>825,0,14
7804739ae4f351,44,111054,1747897,2016-06-14 04:06:22.157,2.0,US>CA>825,0,14
7804739ae4f351,44,269739,1747897,2016-06-14 04:06:22.157,2.0,US>CA>825,1,14
7804739ae4f351,44,287157,1747897,2016-06-14 04:06:22.157,2.0,US>CA>825,0,14
63bac1b4673c4a,45,235443,1783487,2016-06-14 04:06:22.244,2.0,US>MS>718,0,14
63bac1b4673c4a,45,198397,1783487,2016-06-14 04:06:22.244,2.0,US>MS>718,0,14
63bac1b4673c4a,45,167398,1783487,2016-06-14 04:06:22.244,2.0,US>MS>718,1,14
63bac1b4673c4a,45,111054,1783487,2016-06-14 04:06:22.244,2.0,US>MS>718,0,14
3318933faaf426,46,102726,1279759,2016-06-14 04:06:22.297,2.0,US>GA>524,0,14
3318933faaf426,46,120162,1279759,2016-06-14 04:06:22.297,2.0,US>GA>524,1,14
3318933faaf426,46,139950,1279759,2016-06-14 04:06:22.297,2.0,US>GA>524,0,14
3318933faaf426,46,250079,1279759,2016-06-14 04:06:22.297,2.0,US>GA>524,0,14
aa2c669077aba3,47,155385,1778648,2016-06-14 04:06:22.389,1.0,CA>SK,1,14
aa2c669077aba3,47,251970,1778648,2016-06-14 04:06:22.389,1.0,CA>SK,0,14
aa2c669077aba3,47,188222,1778648,2016-06-14 04:06:22.389,1.0,CA>SK,0,14
aa2c669077aba3,47,153181,1778648,2016-06-14 04:06:22.389,1.0,CA>SK,0,14
aa2c669077aba3,47,116261,1778648,2016-06-14 04:06:22.389,1.0,CA>SK,0,14
aa2c669077aba3,47,66942,1778648,2016-06-14 04:06:22.389,1.0,CA>SK,0,14
aa2c669077aba3,47,66921,1778648,2016-06-14 04:06:22.389,1.0,CA>SK,0,14
aa2c669077aba3,47,39487,1778648,2016-06-14 04:06:22.389,1.0,CA>SK,0,14
a366a33daa5e11,48,88842,1774758,2016-06-14 04:06:22.410,3.0,US>MO>632,0,14
a366a33daa5e11,48,334742,1774758,2016-06-14 04:06:22.410,3.0,US>MO>632,1,14
a366a33daa5e11,48,180923,1774758,2016-06-14 04:06:22.410,3.0,US>MO>632,0,14
a366a33daa5e11,48,133751,1774758,2016-06-14 04:06:22.410,3.0,US>MO>632,0,14
a366a33daa5e11,48,59519,1774758,2016-06-14 04:06:22.410,3.0,US>MO>632,0,14
a366a33daa5e11,48,55988,1774758,2016-06-14 04:06:22.410,3.0,US>MO>632,0,14
3d748ab5a823a1,49,270922,1624392,2016-06-14 04:06:22.472,2.0,US>FL>534,0,14
3d748ab5a823a1,49,247063,1624392,2016-06-14 04:06:22.472,2.0,US>FL>534,0,14
3d748ab5a823a1,49,132776,1624392,2016-06-14 04:06:22.472,2.0,US>FL>534,0,14
3d748ab5a823a1,49,279028,1624392,2016-06-14 04:06:22.472,2.0,US>FL>534,1,14
8a872181d66687,50,152843,314245,2016-06-14 04:06:22.574,1.0,AU>01,0,14
8a872181d66687,50,162121,314245,2016-06-14 04:06:22.574,1.0,AU>01,0,14
8a872181d66687,50,135466,314245,2016-06-14 04:06:22.574,1.0,AU>01,0,14
8a872181d66687,50,192682,314245,2016-06-14 04:06:22.574,1.0,AU>01,0,14
8a872181d66687,50,162129,314245,2016-06-14 04:06:22.574,1.0,AU>01,1,14
8a872181d66687,50,184717,314245,2016-06-14 04:06:22.574,1.0,AU>01,0,14
49f6ddc4e5908a,51,99568,1761329,2016-06-14 04:06:22.597,2.0,US>OR>820,0,14
49f6ddc4e5908a,51,155560,1761329,2016-06-14 04:06:22.597,2.0,US>OR>820,0,14
49f6ddc4e5908a,51,5760,1761329,2016-06-14 04:06:22.597,2.0,US>OR>820,1,14
49f6ddc4e5908a,51,163669,1761329,2016-06-14 04:06:22.597,2.0,US>OR>820,0,14
7c438b2ac7c5fb,52,128615,48475,2016-06-14 04:06:22.687,3.0,US>IL>602,0,14
7c438b2ac7c5fb,52,160754,48475,2016-06-14 04:06:22.687,3.0,US>IL>602,0,14
7c438b2ac7c5fb,52,85397,48475,2016-06-14 04:06:22.687,3.0,US>IL>602,0,14
7c438b2ac7c5fb,52,180720,48475,2016-06-14 04:06:22.687,3.0,US>IL>602,0,14
7c438b2ac7c5fb,52,95103,48475,2016-06-14 04:06:22.687,3.0,US>IL>602,1,14
7c438b2ac7c5fb,52,192149,48475,2016-06-14 04:06:22.687,3.0,US>IL>602,0,14
7c438b2ac7c5fb,52,32481,48475,2016-06-14 04:06:22.687,3.0,US>IL>602,0,14
7c438b2ac7c5fb,52,112111,48475,2016-06-14 04:06:22.687,3.0,US>IL>602,0,14
7c438b2ac7c5fb,52,288377,48475,2016-06-14 04:06:22.687,3.0,US>IL>602,0,14
d018a2164549a2,53,144980,1756378,2016-06-14 04:06:22.714,1.0,US>MN>613,0,14
d018a2164549a2,53,150083,1756378,2016-06-14 04:06:22.714,1.0,US>MN>613,0,14
d018a2164549a2,53,159431,1756378,2016-06-14 04:06:22.714,1.0,US>MN>613,0,14
d018a2164549a2,53,141009,1756378,2016-06-14 04:06:22.714,1.0,US>MN>613,0,14
d018a2164549a2,53,278366,1756378,2016-06-14 04:06:22.714,1.0,US>MN>613,1,14
2a276655e586b3,54,173005,1060089,2016-06-14 04:06:22.788,1.0,US>AZ>753,0,14
2a276655e586b3,54,150083,1060089,2016-06-14 04:06:22.788,1.0,US>AZ>753,0,14
2a276655e586b3,54,40397,1060089,2016-06-14 04:06:22.788,1.0,US>AZ>753,0,14
2a276655e586b3,54,55518,1060089,2016-06-14 04:06:22.788,1.0,US>AZ>753,0,14
2a276655e586b3,54,118871,1060089,2016-06-14 04:06:22.788,1.0,US>AZ>753,0,14
2a276655e586b3,54,288377,1060089,2016-06-14 04:06:22.788,1.0,US>AZ>753,0,14
2a276655e586b3,54,257105,1060089,2016-06-14 04:06:22.788,1.0,US>AZ>753,1,14
2a276655e586b3,54,234723,1060089,2016-06-14 04:06:22.788,1.0,US>AZ>753,0,14
2a276655e586b3,54,229333,1060089,2016-06-14 04:06:22.788,1.0,US>AZ>753,0,14
43a1ccb394e0a2,55,141465,844554,2016-06-14 04:06:22.891,1.0,AU>07,0,14
43a1ccb394e0a2,55,117500,844554,2016-06-14 04:06:22.891,1.0,AU>07,0,14
43a1ccb394e0a2,55,101184,844554,2016-06-14 04:06:22.891,1.0,AU>07,0,14
43a1ccb394e0a2,55,220854,844554,2016-06-14 04:06:22.891,1.0,AU>07,1,14
43a1ccb394e0a2,55,192682,844554,2016-06-14 04:06:22.891,1.0,AU>07,0,14
43a1ccb394e0a2,55,144719,844554,2016-06-14 04:06:22.891,1.0,AU>07,0,14
43a1ccb394e0a2,55,20801,844554,2016-06-14 04:06:22.891,1.0,AU>07,0,14
43a1ccb394e0a2,55,50640,844554,2016-06-14 04:06:22.891,1.0,AU>07,0,14
7f9b8ead7a7162,56,215554,1108855,2016-06-14 04:06:22.925,2.0,CA>ON,1,14
7f9b8ead7a7162,56,231127,1108855,2016-06-14 04:06:22.925,2.0,CA>ON,0,14
7f9b8ead7a7162,56,51445,1108855,2016-06-14 04:06:22.925,2.0,CA>ON,0,14
7f9b8ead7a7162,56,151213,1108855,2016-06-14 04:06:22.925,2.0,CA>ON,0,14
2507421d7eedb0,57,13030,813249,2016-06-14 04:06:22.938,2.0,US,0,14
2507421d7eedb0,57,98204,813249,2016-06-14 04:06:22.938,2.0,US,1,14
2507421d7eedb0,57,198151,813249,2016-06-14 04:06:22.938,2.0,US,0,14
2507421d7eedb0,57,150231,813249,2016-06-14 04:06:22.938,2.0,US,0,14
2507421d7eedb0,57,173400,813249,2016-06-14 04:06:22.938,2.0,US,0,14
8c6671720f0c11,58,278452,1658407,2016-06-14 04:06:22.963,2.0,US>NJ>501,0,14
8c6671720f0c11,58,229669,1658407,2016-06-14 04:06:22.963,2.0,US>NJ>501,1,14
8c6671720f0c11,58,255276,1658407,2016-06-14 04:06:22.963,2.0,US>NJ>501,0,14
54fd293b751bbc,59,98027,1768025,2016-06-14 04:06:23.009,2.0,US>UT,0,14
54fd293b751bbc,59,97580,1768025,2016-06-14 04:06:23.009,2.0,US>UT,0,14
54fd293b751bbc,59,195261,1768025,2016-06-14 04:06:23.009,2.0,US>UT,0,14
54fd293b751bbc,59,120162,1768025,2016-06-14 04:06:23.009,2.0,US>UT,0,14
54fd293b751bbc,59,151927,1768025,2016-06-14 04:06:23.009,2.0,US>UT,0,14
